id,summaries,Technology_Names,matched_NER_by_borders,matched_NER_final,NER_Extracted_Tags
RNHA61US2WZ3k2BgPrEmpg_0000,"['I am a versatile and talented professional with over 16 years experience ranging across Non-Profits, NSW parliament, government and the private sector. expertise in strategy and program design, measuring intangibles and working with a range of Stakeholders towards outcomes. I have led significant major projects including: 2013 Urbangrowth Sustainability report Riverina assessment towards the creation of 100,000 parks and structural adjustment for a timber industry performance audits of catchment management authorities. My achievements include attending the Kyoto protocol, receiving the 2008 Vincent Fairfax fellowship in ethical leadership and working with communities towards reducing greenhouse gas emissions., I am a versatile and talented professional with valuable Cross-Sector experience including Not-For-Profits, NSW parliament, NSW government and the private sector. My recent roles involved managing a broad portfolio of responsibilities and teams. I bring expertise in Stakeholder engagement, strategy and program design, evaluation and leading teams towards outcomes. My achievements include attending the Kyoto protocol( back in 1997!), recipient of the 2008 Vincent Fairfax fellowship in ethical leadership and working with communities towards reducing greenhouse gas emissions., valuable Cross-Sector experience including Not-For-Profits, NSW parliament, NSW government and the private sector. My recent roles involved managing a broad portfolio of responsibilities and teams. I bring expertise in Stakeholder engagement, strategy and program design, evaluation and leading teams towards outcomes. My achievements include attending the Kyoto protocol( back in 1997!), recipient of the 2008 Vincent Fairfax fellowship in ethical leadership and working with communities towards reducing greenhouse gas emissions., felicity Calvert. client manager at Freightmax. Durban area, South Africa. felicity Calvert. director at Calcorp capital resources. Adelaide area, Australia ..., GM commercial at Jawun indigenous corporate partnerships, head of social impact']",,0,,
RGKJqCdOwQpTs0b4TzW9Aw_0000,['Operations manager at Envirotech greenhouse solutions LLC'],,0,,
RFq8AhZBRPQl5jMjomWcMw_0000,"[""Experienced yoga instructor with a demonstrated history of working in the health and wellness industry. skilled in Hatha yoga, Mindfulness, meditation, children's yoga, and Holistic health. strong community and social services professional graduated from NY open center., experienced yoga instructor with a demonstrated history of working in the ranching industry. skilled in Hatha yoga, Mindfulness, meditation, children's yoga, and Holistic health. strong community and social services professional graduated from NY open center., yoga educator, retreat coordinator, Reiki master, Mindfulness in school presenter, yoga instructor at greenhouse Holistic""]",,0,,
RFOCLuPsIn9n-olLIGM9nw_0000,"['FAA Suas remote pilot mapping, agricultural consultant, CAD and Bim integration, solar and Co-Generation energy systems, embedded arm based controls and monitoring, web development, it for small agricultural operations, food safety compliance, greenhouse construction and evaluation. Video recording and editing for live agricultural related events. host of meet the farmer TV, seen worldwide on free speech TV. farmer and owner of planet earth diversified, energy consultant with exact energy Inc. experience with Adobe full creative suite and numerous Autodesk applications., agricultural consultant, energy systems, embedded arm based controls and monitoring, web development, it for small agricultural operations, food safety compliance, greenhouse construction and evaluation. Video recording and editing for live agricultural related events. host of meet the farmer TV, seen worldwide on free speech TV. farmer and owner of planet earth diversified, energy consultant with exact energy Inc., owner planet earth diversified, senior consultant at exact energy, host meet the farmer TV, farmer, engineer, host, director at planet earth diversified/ meet the farmer TV']",['adobe'],['adobe'],['adobe'],"['co-generation', 'cad', 'adobe', 'autodesk', 'faa']"
R3cBu1cFUuQkTtUSPcWHcg_0000,"['Owner, H& B greenhouse& nursery']",,0,,
R-7OK8TBPlnUAleiQM58Bw_0000,"['My life\'s skills range from working in my family\'s grocery store, being a Cna, Bookkeeper, a Secretary for both an insurance company and a us pipe supplier, to a homemaker and mother of 8 great kids, which I Homeschooled. I\'ve enjoyed gardening for many years. living water farms was the springboard that took this project to a year-round business here in central Illinois. as a family we constructed our greenhouses in 2008. My roles have been hiring and training of staff, greenhouse management, office management, accounts receivable, as well as being a business partner& decision maker for the farm. I enjoy meeting and interacting with the public and educating them on local sustainable food supply and what it means to"" know your farmer""!, Co-Founder of living water farms, Inc., treasurer at living water farms, Inc.']",['bookkeeper'],['bookkeeper'],[],"['bookkeeper', 'co-founder']"
QymSUbCdAaJ7ZqcvIoSXuA_0000,"[""Over 30 years' experience in data systems and project leadership- senior data architect, ETL developer, and data analyst- senior program and project manager- certified Scrum master and product owner- senior system and business analyst- space shuttle and Payload flight Controller for NASA- commercial space flight entrepreneur- commercial communications Payload on space shuttle/ Spacehab- M. S. In biological sciences. designed space greenhouse environmental data system.- B. S. In physics. concentration in astrophysics., over 30 years' experience in space flight operations, predictive ANALYTICS, software development, autonomous systems, and project leadership.- space shuttle and Payload flight Controller for NASA- led small space flight company into commercial arena- commercial communications Payload on Spacehab- M. S. design in space greenhouse environmental control system- senior program and project manager- senior data scientist and machine learning engineer- portfolio manager, view George Purvis'S professional profile on Linkedin. Linkedin is the world's largest business network, helping professionals like George Purvis discover inside ..., providing data and business leadership to hospitality, travel, and Healthcare clients., SR. data scientist, operations leader, and program manager, senior project manager at Hawaiian Airlines""]",,0,,
QyJa442jns3JQrrDJ881-g_0000,"['Currently unemployed and looking for the right opportunity!! @Greenstargrower on Instagram* over four years professional Cannabis growing experience.* extensive knowledge of Cannabis plant and optimal growing techniques* positive attitude and strong work ethic* extensive knowledge of soil mixes, nutrient solutions and Addatives* eight years of construction experience* extensive knowledge of indoor organic cultivation* Oaksterdam University graduate* three clover leaf University Certifications( lighting for maximum yields, greenhouse cultivation, Cannabis breeding)* desire to share my knowledge and learn from others., @Greenstargrower on Instagram* over four years professional Cannabis growing experience.* extensive knowledge of Cannabis plant and optimal growing techniques* positive attitude and strong work ethic* extensive knowledge of soil mixes, nutrient solutions and Addatives* eight years of construction experience* extensive knowledge of indoor organic cultivation* Oaksterdam University graduate* three clover leaf University Certifications( lighting for maximum yields, greenhouse cultivation, Cannabis breeding)* desire to share my knowledge and learn from others.,* over four years professional Cannabis growing experience.* extensive knowledge of Cannabis plant and optimal growing techniques* positive attitude and strong work ethic* extensive knowledge of soil mixes, nutrient solutions and Addatives* eight years of construction experience* extensive knowledge of indoor organic cultivation* Oaksterdam University graduate* three clover leaf University Certifications( lighting for maximum yields, greenhouse cultivation, Cannabis breeding)* desire to share my knowledge and learn from others.,* Oaksterdam University graduate* three clover leaf University Certifications( lighting for maximum yields, greenhouse cultivation, Cannabis breeding)* three years professional Cannabis growing experience.* extensive knowledge of Cannabis plant and optimal growing techniques* positive attitude and strong work ethic* extensive knowledge of soil mixes, nutrient solutions and Addatives* eight years of construction experience* extensive knowledge of indoor organic cultivation* desire to share my knowledge and learn from others.,* Oaksterdam University graduate* three years professional Cannabis growing experience.* extensive knowledge of Cannabis plant and optimal growing techniques* positive attitude and strong work ethic* extensive knowledge of soil mixes, nutrient solutions and Addatives* eight years of construction experience* extensive knowledge of indoor organic cultivation* desire to share my knowledge and learn from others., Cannabis cultivation& Breeding, Ipm specialist, cultivation associate at the green solution, lead cultivation manager at Mayflower farms']",,0,,
Qx-93TBNZJh7vd7O3sFfOQ_0000,"['Energy strategist, change agent and Facilitator who has been at the forefront of innovation in New England energy markets for decades, including marketing, development, financing and contracting for energy efficiency and Renewables, including solar, wind and Hydro. knowledge of current business opportunities in the areas of climate action, smart grid modernization, Microgrids and new roles for electric utilities in the transition to the new distributed clean energy economy. advanced skills in strategic planning and Business-Case development. personal goal is to help accelerate reduction of greenhouse gas emissions. Current focus is the local electric grid., at Peregrine energy group, Inc at Peregrine energy group']",,0,,
QuqLUjfQOrfpe5tqMhYgIA_0000,"['Senior sales and operations manager with a strong background directing International engineering and consulting operations. experience in environmental, carbon management, energy and industrial businesses in both management and staff positions, serving clients in different industries such as oil& gas, Waste management, mining& minerals, manufacturing, utilities, among others. broad-based experience across corporate finance, strategic planning& sales and operations management. directs and manages projects in different arenas, including greenhouse gases, Waste management, environmental services, wastewater infrastructure, renewable energy and industrial facilities. demonstrates effectiveness as a practical, cost-effective sales and project manager focused on Metrics and client satisfaction. fluent in English, Portuguese and Spanish; blends cultural diversity and work ethic with strong management, leadership and relationship building skills. maintain extensive network of clients in public and private sectors., mark Motylewski. business development manager at Groundwater& environmental services, Inc. Ted Sillstrop. director of business development at earth ..., senior vp operations& sales at MGM Innova, application development and maintenance, investment banking- front office, sales ops, marketing& Corpdev']",,0,,
Qt6TSOKH8cIXQtiEj7W9aQ_0000,"['A multitude of trade experience and expertise deriving from a diverse construction background. specializing in greenhouses and greenhouse operating systems. Http://Www.Epicgreenhouseconstruction.Com/About.Html, Multi-Trade handyman specializing in greenhouse construction']",,0,,
QsfH94AcPHX7Yxjvu0eKyw_0000,"['Located in Wallingford, ct Daylily grows over 1700 Cultivars of Daylilies for its Hybridizing program and for sale on the international market. As head Horticulturalist I manage the inventory and greenhouse as well as a small seasonal staff. I also pack and ship bare root Daylilies to national and international clients. light property management, perennial garden maintenance and tropical plant care are some of my other tasks., I am professional gardener who helps private residential clients maintain their perennial gardens and landscape. I also enjoy practicing and teaching yoga as a part time occupation., Horticulturalist and greenhouse manager, master gardener at Wonderbee gardening']",,0,,
QsKzy94qsp81c0R6JfOMMg_0000,['Sales support manager at Griffin greenhouse supplies'],,0,,
QoNNS8TjVNrO7yo4-q4A4w_0000,"['I am an automotive enthusiast currently studying mechanical engineering at the University of Pretoria, South Africa. I am looking for introductory work in the field of engineering with the prospects of permanent employment., I design, sell and coordinate renewable energy solutions, consisting of solar and battery, in the residential and commercial market., I design and coordinate the implementation of renewable energy systems in the residential and commercial market., lead design engineer and operations coordinator at greenhouse energy consulting, In-Car-Entertainment systems']",,0,,
Qo5DyM9kzG14ZsuCxRhzxA_0000,"['I am an undergraduate honor student that is passionate about exercising my four formulas to success: integrity; innovation; communication; and competence. I believe that my excellent attention to detail, efficient organizational skills, and great communication abilities would make me a solid addition to a great organization. As my resume shows, I have gained valuable experience from both school and employment. My professional use of Microsoft excel has been applied to providing Formatted reports to various businesses that trade on various us stock exchanges. My academic use of Microsoft excel has been applied to financial calculations and standard charts. Additionally, I have six years of supervisory skills and experience to employees in the security Department of Equinix, Inc., lead officer at Securitas security services USA, Inc. location: greater Chicago area; industry: security and investigations ... Oakton community college ... security operations; physical security; security management; Cctv; access control ..., Chris Okechukwu. editor at total football newspaper. Nigeria ... Nwankwo Christopher Okechukwu.--. Nigeria ... student at Birmingham city University ..., carrier operations representative at strive logistics, LLC, business owner at greenhouse cleaning service']",,0,,
Qgs46ktSmpcb--y9bTBt4A_0000,"[""Dir. greenhouse operations at Olsen'S nursery and garden center""]",,0,,
QYdbmgdCDgubXB7jD3JNug_0000,"[""Specialties:- vendor of Herb and Veggies starts, heirloom and open Pollinated seeds and other Herbal products at Oregon city farmers market- Osu master Gardner- Granmary'S Herb garden holds the following licenses issued by the state of Oregon Department of Agriculture: greenhouse grower of Herbaceous plants: Ag-L 0185119 Ngh retail seed dealer: Ag-L 1018620 Rsd, Granmary'S Herb garden""]",,0,,
QWzrv58q-7-xFY1krqFlwQ_0000,"['I have been in the Horticulture industry all my career. In 1999 we ventured into the greenhouse industry. The business has grown from 38,000 sq. ft. to over 200,000 sq. ft . . we provide top Quaintly indoor potted plants to wholesale distributors on a year round weekly basis., president at Waldan gardens']",,0,,
QUDhYHd6TzMTxplt0DyVvg_0000,"['- commercial Hydroponic system design and supply- International project management- Hydroponic system test& control equipment- premium Hydroponic nutrient- Hydroponic growing media- commercial greenhouses, greenhouse climate controllers and accessories, director- pure Hydroponics Ltd']",,0,,
QRPPKOw-mYnModOHdqJUoA_0000,"['- experienced with implementation and monitoring of environmental and social impact assessment in accordance with the National legislation and safeguard policies of the World Bank backed IFC standards and Ebrd guidelines- excellent compliance knowledge of the National environmental law and regulations including recently enforced regulation on greenhouse gas monitoring, reporting and verification( Mrv)- profound knowledge and scientific methods and skills in relation to environmental technologies, specialties: environmental/ carbon markets, climate change policies and emission trading, renewable energy, Unfccc Cdm/ Ji Methodologies, sustainable energy technologies, public relations on environment, Mrv-Ing Ghg emissions, environmental compliance, EIA review and implementation, environmental monitoring, environmental management systems( Incl. ISO 14001, Emas), IFC& Ebrd safeguarding policies and performance standards, environmental elements of Equator principles, specialties: environmental management systems( Incl. ISO 14001, Emas), IFC& Ebrd safeguarding policies and performance standards, environmental elements of Equator principles; EIA review and implementation, environmental monitoring; environmental/ carbon markets, climate change policies and emission trading, renewable energy, Unfccc Cdm/ Ji Methodologies, public relations on environment, Mrv-Ing Ghg emissions, environmental compliance, environmental management systems( Incl. ISO 14001, Emas), IFC& Ebrd safeguarding policies and performance standards, EIA review and implementation, environmental monitoring, carbon markets, climate change policies and emission trading, Unfccc Cdm/ Ji Methodologies, public relations on environment, Mrv-Ing Ghg emissions, environmental compliance, environmental& social investment']",,0,,
QPFgM7RnrhBHdI9Mur6k5Q_0000,"[""Julie provides environmental and social assurance and advisory services to large corporates across a wide range of industries including the transport, infrastructure and mining sectors. Her clients include Qantas Airways, Virgin Australia, Cathay Pacific, Glencore Xstrata, Asciano, Downer Edi and Caltex. She currently acts as the chief operating officer for Kpmg'S climate change and Sustainability( cc& s) centre of excellence, supporting the global head of the CC& s practice. having started her career in financial assurance, Julie moved into environmental and social impact consulting and assurance in 2008. She is a member of Chartered accountants in Australia and New Zealand and is a registered national greenhouse and energy auditor., associate director, climate change and Sustainability at KPMG""]",,0,,
QNNv--ExZ2GBTPclBEkJAg_0000,['Director- heritage greenhouse products at battlefield farms'],,0,,
QMIkbOPx25JrGOzUDsVyeg_0000,"['Doublethumb growing solutions is the distributor of Botanicoir Litd. Coir fiber products in the United States. Botanicoir Ltd. Manufacturers the finest Coir fiber products for use in the greenhouse and tunnel industry throughout the world. Botanicoir also has a retail products under the name see it Gro to provide every individual the opportunity to grow their own produce., distributor of Botanicoir, Ltd. and see it Gro Coir fiber products throughout the United States.']",,0,,
QGWy0qKY4WEhnGPBhDdH3w_0000,"['Cheryl is an environmental scientist and the founder of CZ environmental services. She specializes in atmospheric sciences including meteorology, air quality, greenhouse gases, and noise. She is able to perform efficient and thorough data analyses and create high quality technical reports. In addition, she has demonstrated project coordination and management skills, including creating work plans, budgets, and proposals. Cheryl is driven to deliver innovative solutions and strives to go beyond desired results for all of her clients., founder& scientist at CZ environmental services']",,0,,
QB-u1UYlWWzjrsf8VTHS0A_0000,['Cashier and greenhouse manager at Snyder drug'],,0,,
Q7qL5cgj-acg33hvyx1uWg_0000,"['I am an accomplished senior consultant and project manager in engineering, energy systems, Sustainability and greenhouse gas emissions. I have Excelled at business improvement by analysing business activities to save expenditure, reduce waste, energy costs and emissions. techniques used include renewable energy, over 250 energy audits, data analysis and project management. My professional experience includes working for companies in Australia, Europe and the United Kingdom, companies include: Serco Ltd-( Asia Pacific), AGL energy Ltd, Gifford Ltd, origin energy Ltd I am currently working in Melbourne., I am a senior mechanical engineer and project manager, energy systems, Sustainability and greenhouse gas emissions. I have Excelled at business improvement by analysing business activities to save expenditure, reduce waste, energy costs and emissions. techniques used include renewable energy, over 250 energy audits, data analysis and project management. My professional experience includes working for companies in Australia, Europe and the United Kingdom, companies include: Serco Ltd-( Asia Pacific), AGL energy Ltd, Gifford Ltd, origin energy Ltd., mechanical engineering, energy, Sustainability and project manager, BSC( Hons) MBA Ceng Fimeche']",,0,,
Q7ogEKth7AZEV2rXoBxOig_0000,"['Ornamental plants& food production professional, all about greenhouse and ornamental plants']",,0,,
Q7IBihhBzg53E2pMhS5G3Q_0000,['Student at University of Florence and sale manager at greenhouse SRL'],,0,,
Q6NnznRWaXnBxhzTAEiNvg_0000,"['Retail sales manager& office manager/ Internet sales at Engwall florist, greenhouse and garden center']",,0,,
Q2youMowHr5OIbTZW1oFIA_0000,"['Extensive experience in producing an event that meets the marketing Profile. specialties: events, executive Liason, customer service, trouble shooting, government relations, tourism, hospitality, facility Mgt, alcohol beverage industry., brand champion manager at greenhouse agency']",,0,,
Q1heArCVF2E1pWsdMHT6Ng_0000,['Ceo Acd( hobby greenhouse manufacturer)'],,0,,
Q076O9MIBNsMnPmI9dk3Tw_0000,"['We currently have 4 acres worth of Gardens, and close to a hundred laying hens. We produce organic vegetables when in season and some items out of season( within our greenhouse and high tunnel). Our specialization is heirloom vegetable varieties. We produce pure Maple syrup during the winter months and custom jelly baskets/ crates. Our newest venture is dyeing and spinning wool.']",,0,,
PnRuGI4YIRD25g6d4MJDaQ_0000,"['Danville gardens is a wholesale/ retail grower greenhouse and garden center. We have 100,000 sq. ft. Under cover and 2.5 acres of outdoor growing as well. We have 3 seasonal retail locations, with 2 in Danville, Il and 1 in Champaign, Il. My wife, Lisa and I are the third owners of Danville Gardens, and are now starting our 24th year here in business., president at Danville gardens Inc']",,0,,
Pk6EbJJNMsC1BLkBBAQpBg_0000,['Controller at Stuppy greenhouse manufacturing'],,0,,
PgkeNQKrBq8FBmKdPtdxwA_0000,"['I have been working as Sustainability consultant, policy adviser and researcher for over 18 years in the private and public sectors. I am an experienced project manager, and have been involved in Sustainability projects in areas such as integrated urban and transport planning, corporate Sustainability, Sustainability and Smes, climate change policy, greenhouse gas emissions reporting, behaviour change, water policy, energy policy, active transport, environmental regulation, low carbon living, agriculture, waste, and economics. I design and facilitate Participatory processes that enable people to solve problems Collaboratively. I have been a lecturer and researcher at Western Australian universities since 1998., director at Gollagher consulting']",,0,,
PgQq9HyqrFofdyFnQfijaA_0000,"[""Global research farm and greenhouse responsibilities in planning, performance Metrics, bulk purchasing, and process improvements. responsible for farming 185 acres of breeding and research test plots for Driscoll'S. manager of Driscoll'S U. S. R& D greenhouses. lead planner and designer of two modern greenhouse construction projects for Driscoll'S. managed all aspects of production and growing for Smith gardens in Watsonville, ca. responsible for transplanting to shipping. managed all aspects of production and growing from sowing/ sticking up until shipping with the exception of inventory and patching for Pp& L. managed up to 140 employees. skilled in reducing costs and increasing labor efficiencies. focused on educating employees and pushing them to the maximum of their abilities. Well liked among employees. able to break down silos between departments and build up unity among employees and coworkers. specialties: pesticide license holder, Spanish, Chinese, Argus& Priva proficient, Picas Database, Powerpoint& excel, responsible for farming 165 acres of breeding and research test plots for Driscoll'S. manager of Driscoll'S U. S. R& D greenhouses. lead planner and designer of two modern greenhouse construction projects for Driscoll'S. managed all aspects of production and growing for Smith gardens in Watsonville, ca. responsible for transplanting to shipping. managed all aspects of production and growing from sowing/ sticking up until shipping with the exception of inventory and patching for Pp& L. managed up to 140 employees. skilled in reducing costs and increasing labor efficiencies. focused on educating employees and pushing them to the maximum of their abilities. Well liked among employees. able to break down silos between departments and build up unity among employees and coworkers. specialties: pesticide license holder, Spanish, Chinese, Argus& Priva proficient, Picas Database, Powerpoint& excel, managed all aspects of production and growing for Smith gardens in Watsonville, ca. responsible for transplanting to shipping. managed all aspects of production and growing from sowing/ sticking up until shipping with the exception of inventory and patching for Pp& L. responsible for providing direction to the maintenance manager. managed up to 80 employees. skilled in reducing costs and increasing labor efficiencies. focused on educating employees and pushing them to the maximum of their abilities. Well liked among employees. able to break down silos between departments and build up unity among employees and coworkers. specialties: pesticide license holder, Spanish, Argus& Priva proficient, Picas Database& excel, R& D farm and greenhouse operations manager at Driscoll'S""]",,0,,
PdyUZxEjyp0npoRyCexBYg_0000,"['As an environmental engineer/ biologist/ economist by training, I love to integrate concepts from multiple disciplines to develop innovative solutions to address the complex challenges that exist within business management systems and the natural environment. as an environmental engineer in the Chicago office at Aecom I investigated contaminated sites, initiated remedy selection, and implemented remediation systems. I focused on Groundwater remediation systems, but also worked on greenhouse gas inventories and sustainable remediation Technologies. Current specialties: management information systems previous focus: Lnapl, Groundwater remediation, Hydrogeology, separation processes, Bioremediation, water treatment, environmental biotechnology, Aquatic chemistry, air emissions control, air regulation, I love to integrate concepts from multiple disciplines to develop innovative solutions to the challenges that exist within business systems. As part of the business technology solutions group at Aecom I drive the implementation of technology and software across business lines to improve Workflows, efficiency and Deliverables. Current specialties: management information systems, virtual and augmented reality, emissions databases, project manager& management information systems Implemtation analyst at Aecom, chief of staff, business technology solutions at Aecom, knowledge manager at Thornton Tomasetti, environmental engineer at Aecom']",,0,,
PakUiOHQpmm4fBI93xB2Zg_0000,"['Merchandising supervisor Gulf marketing group at farm fresh LLC., sales executive- retail Gulf marketing group at farm fresh LLC., sales executive at greenhouse foodstuff trading LLC., merchandising supervisor at farm fresh, Gmg group']",,0,,
PaeNTrKufbQxVtVB2FV1eg_0000,"['A solutions oriented person keen Analytical skills and business expertise at the macro and Micro levels which has been expanded by: O research into trade and investment concepts, trade agreements and concepts of international investment laws; O development of value added products to compliment farming activities- spice crops, coffee, cocoa, bio fuel crops, Aqua culture, Aqua-Phonics, greenhouse construction, tourism/ attractions development and farming/ Bee-Keeping; O development of an export concept for Intra-Regional and international trade. Deanna builds relationships and believes that"" giving of one\'s self"" is invaluable to building family, friends and community."" enough is more than 100%"", chief executive officer at Edma solutions']",,0,,
PaBOZrVv1hvX39fGEj8Ebw_0000,"['Lead faculty for the greenhouse management/ operations program at Santa Fe community college, working feverishly to bring high quality foods to the local marketplace']",,0,,
PXXa4mSM7B9CIlb7JOzkpw_0000,"['Promotional specialist at greenhouse agency, student at Loyola University of Chicago']",,0,,
PX450SXzlecY0slDfmnWrg_0000,"['Achievement school district,; Harvard law school pub,; greenhouse cafe ... attended Sonoma state university. United ... Corps member at teach for America ..., Ed. M. candidate in learning& teaching and instructional leadership at Harvard University graduate school of education, 8th grade algebra I teacher at Memphis rise Academy, grade level chair, 8th grade algebra/ Pre-Algebra teacher at Memphis rise Academy, elementary school teacher at teach for America']",,0,,
PSPbsGBULeB0MB88D5Ph-w_0000,"[""A seasoned innovator with a passion for creativity, Courtney has spent most of her career creating, developing and implementing novel solutions to business challenges. She has held senior level positions in innovation and new product development at both J. P. Morgan Chase and Citibank and currently leads Deloitte'S greenhouse for the northeast, designing and facilitating breakthrough experiences for clients. She received an MBA in marketing from Vanderbilt University and a BA from the University of Virginia. She holds certificates in design thinking from both the Darden school of business and the creative problem solving Institute. She also holds a master of science degree in creativity, creative problem solving and change leadership from the internationally recognized center for studies in creativity at Suny Buffalo state., site lead and lab lead, NY greenhouse, leadership center for clients at Deloitte, site lead, Nyc greenhouse, Deloitte client experience, northeast lead, Deloitte greenhouse""]",,0,,
PRNn3Qon-2HWDh3zJHXzpg_0000,['Expert greenhouse Horticulture at POM Antwerpen'],,0,,
PQZhnJh0G1q4OA4rU1Lg-g_0000,"[""Wastewater, Hazwaste, Npdes compliance, Groundwater specialist, air permits. responsible for Groundwater, surface water, and air permits at a nuclear power station in SW Michigan. specialties: Mwea member, Michigan licensed wastewater operator. heavy load rigging and lifting. certified Stormwater operator, certified construction Stormwater operation in Michigan. contract manager for four Env service providers. certified in visual emissions evaluation( Federal reference method 9). title V permitting, greenhouse gas. Osprey habitat improvement for the transmission sector., view Blair Zordell'S professional profile on Linkedin. Linkedin is the world's ... Cook nuclear plant. location: Benton harbor, Michigan area; industry: utilities ... education. Western Michigan University. Websites ... contract manager for major cleanup of Onsite dumping area . ... independent Coursework. welding ... education ..., SR. environmental specialist at Cook nuclear plant, aerospace products and parts manufacturing""]",,0,,
PQ2hXPhJKyjEkYCQrTMVbw_0000,"['I\'m a 4TH generation grower, I grew up in"" the Westland"", Holland. I was very fortunate to be part of a leading greenhouse company that started with 10 acres of greenhouse and grew to over 300 acres in the USA in the late 90\' s. I gained my experience hands on working my way up from a crop worker specialist to grower/ site manager in a short time. I\'ve been successfully growing a variety of quality produce in state of the art greenhouses for 20 years now. specialties: growing tomatoes on the vine, beef steak, and Cucumbers. greenhouse start UPS. setting up high performance labor systems. growing year round, Interplanting system. coming up with innovative ways to improve the bottom line., senior grower at Windset farms']",,0,,
POXy4cJzWv0thHAwuWRDxQ_0000,"[""Senior associate, PR at greenhouse partners ... public relations and strategic media relations activities for one of the nation's ten largest retail mortgage lenders, ..., vice president of communications, senior associate at greenhouse partners""]",,0,,
PD9UrelBNp6oBIEM4xNtsw_0000,"['Bioneva innovations of Carson city; cultivation; greenhouse design/ build, honest Hemp company; Bioneva; cultivation; finished products, solution 3"" protective Biomist"" for Cannabis and Hemp, honest Hemp Co.| Ifuse']",,0,,
PCp2p4B0XnQzmUUClWd9yw_0000,"['Specialties: former it solution architect, currently business owner and developer of Horticultural solutions, with lighting and plant as starting point. specialized in nutrition, lighting, water cooling systems and all that comes with multi layer grow systems. next to Horticultural solutions for businesses I sell and develop these solutions for consumers to grow herbs, vegetables and pot plants where it never was possible., during this research I visited many places in Holland, Europe, China and America with the goal to make Growlights more efficient ... in the final period my Teammoved Themainframe to Roccade Megaplex/ Rcc at Apeldoorn . ... area manager Hos Danish greenhouse supply a/ S ... Dga at Voshol Warmte& Elektrotechniek ..., specialties: develop innovative it solutions, orchestration and automation on it architectures, cultural change management, Google Apps cloud solutions, Microsoft client/ server and cloud solutions, migration and integration consultancy, director at Varipar distribution BV and Parus Europe, owner at Letmegrow innovations BV']",,0,,
PCHNATRVMB6vr52eQEYqXQ_0000,"['We are experts in metal fabrication including; gates, sliding gates, metallic windows, doors, balcony, staircase, greenhouse, if you are interested in our service kindly reach us via number below( call or Whatsapp) motto: We deliver and work beyond borders contact:- 0707-717- 844 along Mombasa RD, Mlolongo, Ark fabricators is professional business based on welding/ Fabrications. We deals with; 1. greenhouse constructions and installations 2.Steel gates 3.Metallic beds 4. college chairs 5 windows 6. E, T. C ... and all sort of welding and repairs contact 07077178 44, owner; welding/ fabricator engineer, at Ark fabricators']",['ark'],['ark'],"['ark', 'ark']","['mlolongo', 'ark', 'whatsapp']"
PBQwWUSI0Epsbdfg7uZqGw_0000,"['Experienced sales manager with a demonstrated history of working in the food& Beverages industry. skilled in event planning, customer service, sales, public speaking, and group exercise instruction. strong sales professional with a bachelor of science( B. S.) focused in psychology from University of Wisconsin-Green Bay., account manager at clarity technology group, Inc., market manager for greenhouse agency, personal Trainer at Anytimefitness']",,0,,
OujrAT08HKb8xVy43BUtOQ_0000,"['After 15+ years in media advertising, I have left that world to use my creativity in the greenhouse and gardening arena. I have created a new experience in gardening. gardeners of all experience levels can enjoy the beauty of flowers and herbs in unique, One-Of-A-Kind Re-Purposed containers. they can share this experience with friends and family through a hands on garden party on their own deck or patio or they can just invite everyone to view Pre-Planted containers and purchase something they can take with them to immediately add color and beauty to their yard. While I am building this business, I am helping various clients with their marketing and social media needs., owner at dig garden parties']",,0,,
Op6aVweIV3GluA7ifXqtFA_0000,['Owner/ president at Suncliff greenhouse and nursery'],,0,,
OVOwy6-YbmOMngVTy8y-fg_0000,"['Senior software engineer at greenhouse software, Inc at greenhouse software, Inc., senior software engineer at the niche project, Inc., lead software engineer at greenhouse software']",,0,,
OSQZYK2Vg9fbNqWS3pSRNQ_0000,"['Managing partner, greenhouse produce company at greenhouse produce company']",,0,,
OJnvYRUupw58k2jEeOCSxw_0000,['Co-Founder@ greenhouse mentality. workplace mental wellness project manager& creativity mentoring Berlin& London.'],,0,,
OGjdnjnznekLCVzJ3zk42g_0000,['Manager at Thailand greenhouse gas management Organization( Tgo)'],,0,,
ODaynX5kzfuiQW0JEpXrWA_0000,"['I started work in SAC as a Postdoctoral scientist. I am currently a senior researcher in the animal and vet sciences group, specialising in livestock Genetics, development of broader breeding goals, systems for genetic evaluations, understanding trade offs in livestock systems, climate change and greenhouse gases in livestock. appointed to the young Academy of Scotland, July 2014. from April 2015 I became team leader of integrative animal sciences at Sruc( Http://Www.Sruc.Ac.Uk/Info/120627/Integrative_Animal_Sciences), professor of integrative livestock Genetics at Sruc']",,0,,
OBffV1Lk6xqkQLwUcgXQKA_0000,['General manager at Ritter greenhouse LLC'],,0,,
O7BPkBpDuwaz00cdyvFQzA_0000,"['Out of work if anybody knows of anything it would be Gratly Appriciated, new event to support the greenhouse project and support local farms, chef/ food& beverage director/ catering manager, manager, events& catering including music events, chef and manager at gather restaurant']",,0,,
